id,nom,departement_code,departement_nom,type_zone,niveau,niveau_label,severity,debut,fin,arrete_numero,detail,date_maj
2757700,"bassin de l'Epte, Troesne et Viosne",60,Oise,SUP,vigilance,Vigilance,1,2026-08-11,,DDT60 - 20260811,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 11 août 2026<br><small>Zone : bassin de l'Epte, Troesne et Viosne</small>",18 août 2026
2757704,bassin de la Brêche,60,Oise,SUP,vigilance,Vigilance,1,2026-08-11,,DDT60 - 20260811,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 11 août 2026<br><small>Zone : bassin de la Brêche</small>",18 août 2026
2757706,bassin de la Nonette et Thève,60,Oise,SUP,vigilance,Vigilance,1,2026-08-11,,DDT60 - 20260811,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 11 août 2026<br><small>Zone : bassin de la Nonette et Thève</small>",18 août 2026
2757708,bassin du Thérain,60,Oise,SUP,vigilance,Vigilance,1,2026-08-11,,DDT60 - 20260811,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 11 août 2026<br><small>Zone : bassin du Thérain</small>",18 août 2026
2757714,"bassin de l'Avre, Noye, Trois-Doms et Haute-Somme",60,Oise,SUP,vigilance,Vigilance,1,2026-08-11,,DDT60 - 20260811,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 11 août 2026<br><small>Zone : bassin de l'Avre, Noye, Trois-Doms et Haute-Somme</small>",18 août 2026
2752392,Corridor Aube,10,Aube,SUP,vigilance,Vigilance,1,2026-08-14,2026-10-31,DDT/SEB/PREMA-2026-225-0001,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : Corridor Aube</small>",18 août 2026
2752393,Armance,10,Aube,SUP,vigilance,Vigilance,1,2026-08-14,2026-10-31,DDT/SEB/PREMA-2026-225-0001,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : Armance</small>",18 août 2026
2752397,Corridor Seine,10,Aube,SUP,vigilance,Vigilance,1,2026-08-14,2026-10-31,DDT/SEB/PREMA-2026-225-0001,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : Corridor Seine</small>",18 août 2026
2757703,bassin du Matz,60,Oise,SUP,vigilance,Vigilance,1,2026-08-11,,DDT60 - 20260811,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 11 août 2026<br><small>Zone : bassin du Matz</small>",18 août 2026
2757705,bassin de l'Automne,60,Oise,SUP,vigilance,Vigilance,1,2026-08-11,,DDT60 - 20260811,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>depuis le 11 août 2026<br><small>Zone : bassin de l'Automne</small>",18 août 2026
2754533,Bassin du Loir (Lr1),37,Indre-et-Loire,SUP,vigilance,Vigilance,1,2026-08-16,2026-10-31,Arrêté du 14 AOÛT 2026,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 16 août 2026 au 31 oct. 2026<br><small>Zone : Bassin du Loir (Lr1)</small>",18 août 2026
2754548,Bassin de la Vienne (Vn1),37,Indre-et-Loire,SUP,vigilance,Vigilance,1,2026-08-16,2026-10-31,Arrêté du 14 AOÛT 2026,"<b>Eaux de surface</b><br><span style=""background:#fff9bd;color:#333;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Vigilance</span><br>du 16 août 2026 au 31 oct. 2026<br><small>Zone : Bassin de la Vienne (Vn1)</small>",18 août 2026
2753369,Zone hydrographique Balagne,2B,Haute-Corse,SUP,alerte,Alerte,2,2026-07-28,,2B-2026-07-28-00001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>depuis le 28 juil. 2026<br><small>Zone : Zone hydrographique Balagne</small>",18 août 2026
2753370,Zone hydrographique Centre Corse,2B,Haute-Corse,SUP,alerte,Alerte,2,2026-07-28,,2B-2026-07-28-00001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>depuis le 28 juil. 2026<br><small>Zone : Zone hydrographique Centre Corse</small>",18 août 2026
2753371,Zone hydrographique Plaine Orientale,2B,Haute-Corse,SUP,alerte,Alerte,2,2026-07-28,,2B-2026-07-28-00001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>depuis le 28 juil. 2026<br><small>Zone : Zone hydrographique Plaine Orientale</small>",18 août 2026
2753372,Zone hydrographique Cap Corse - Nebbio,2B,Haute-Corse,SUP,alerte,Alerte,2,2026-07-28,,2B-2026-07-28-00001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>depuis le 28 juil. 2026<br><small>Zone : Zone hydrographique Cap Corse - Nebbio</small>",18 août 2026
2750414,Rivières de Bresse,01,Ain,SUP,alerte,Alerte,2,2026-08-08,2026-10-31,2026-06,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 8 août 2026 au 31 oct. 2026<br><small>Zone : Rivières de Bresse</small>",18 août 2026
2759555,Bassin du Grand Morin,77,Seine-et-Marne,SUP,alerte,Alerte,2,2026-08-07,,2026/DDT/SEPR/246,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>depuis le 7 août 2026<br><small>Zone : Bassin du Grand Morin</small>",18 août 2026
2759556,Bassin du Loing,77,Seine-et-Marne,SUP,alerte,Alerte,2,2026-08-07,,2026/DDT/SEPR/246,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>depuis le 7 août 2026<br><small>Zone : Bassin du Loing</small>",18 août 2026
2759557,Bassin de l'Orvanne,77,Seine-et-Marne,SUP,alerte,Alerte,2,2026-08-07,,2026/DDT/SEPR/246,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>depuis le 7 août 2026<br><small>Zone : Bassin de l'Orvanne</small>",18 août 2026
2758400,DIVES - VIE,61,Orne,SUP,alerte,Alerte,2,2026-08-14,2026-10-31,2350-26-00080,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : DIVES - VIE</small>",18 août 2026
2758404,ORNE AMONT,61,Orne,SUP,alerte,Alerte,2,2026-08-14,2026-10-31,2350-26-00080,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : ORNE AMONT</small>",18 août 2026
2753392,Gardon aval (prise d'eau canal d'irrigation de Boucoiran pont de la RN 106 jusqu'au Pont de Montfrin),30,Gard,SUP,alerte,Alerte,2,2026-08-07,2026-10-31,30-2026-08-07-0003,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 7 août 2026 au 31 oct. 2026<br><small>Zone : Gardon aval (prise d'eau canal d'irrigation de Boucoiran pont de la RN 106 jusqu'au Pont de Montfrin)</small>",18 août 2026
2758429,Bassins versants de la Scarpe amont et de la Sensée,62,Pas-de-Calais,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,2026-08-14,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : Bassins versants de la Scarpe amont et de la Sensée</small>",18 août 2026
2759896,Marais Lay,85,Vendée,SUP,alerte,Alerte,2,2026-08-17,,26-DDTM85-545,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>depuis le 17 août 2026<br><small>Zone : Marais Lay</small>",18 août 2026
2759903,Marais Vendée,85,Vendée,SUP,alerte,Alerte,2,2026-08-17,,26-DDTM85-545,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>depuis le 17 août 2026<br><small>Zone : Marais Vendée</small>",18 août 2026
2753385,Arre et Vis,30,Gard,SUP,alerte,Alerte,2,2026-08-07,2026-10-31,30-2026-08-07-0003,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 7 août 2026 au 31 oct. 2026<br><small>Zone : Arre et Vis</small>",18 août 2026
2758421,Bassin versant de l'Escaut,62,Pas-de-Calais,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,2026-08-14,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : Bassin versant de l'Escaut</small>",18 août 2026
2753410,Bassin du Sor,31,Haute-Garonne,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,Arrêté entrant en vigueur le 15 août 2026,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : Bassin du Sor</small>",18 août 2026
2758461,4 - Allier rive gauche moyen,63,Puy-de-Dôme,SUP,alerte,Alerte,2,2026-08-08,2026-10-31,63-20261309,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 8 août 2026 au 31 oct. 2026<br><small>Zone : 4 - Allier rive gauche moyen</small>",18 août 2026
2755847,La Borrèze,46,Lot,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,AP_E_2026_236,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : La Borrèze</small>",18 août 2026
2752432,13. Bassin versant de l'Agly,11,Aude,SUP,alerte,Alerte,2,2026-08-14,2026-10-31,DDTM-SAFEB-2026-14,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : 13. Bassin versant de l'Agly</small>",18 août 2026
2752435,7. Secteur Cesse et affluents rive gauche de l'Aude sur ce secteur,11,Aude,SUP,alerte,Alerte,2,2026-08-14,2026-10-31,DDTM-SAFEB-2026-14,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : 7. Secteur Cesse et affluents rive gauche de l'Aude sur ce secteur</small>",18 août 2026
2750416,Rivières de Dombes,01,Ain,SUP,alerte,Alerte,2,2026-08-08,2026-10-31,2026-06,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 8 août 2026 au 31 oct. 2026<br><small>Zone : Rivières de Dombes</small>",18 août 2026
2755823,Les affluents de la Dordogne - Rive Droite,46,Lot,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,AP_E_2026_236,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : Les affluents de la Dordogne - Rive Droite</small>",18 août 2026
2755673,LOIRE MOYENNE RIVE GAUCHE,43,Haute-Loire,SUP,alerte,Alerte,2,2026-08-05,2026-12-31,DDT-SEF-2026-494,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 5 août 2026 au 31 déc. 2026<br><small>Zone : LOIRE MOYENNE RIVE GAUCHE</small>",18 août 2026
2755674,BORNE,43,Haute-Loire,SUP,alerte,Alerte,2,2026-08-05,2026-12-31,DDT-SEF-2026-494,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 5 août 2026 au 31 déc. 2026<br><small>Zone : BORNE</small>",18 août 2026
2755676,ALLIER AMONT,43,Haute-Loire,SUP,alerte,Alerte,2,2026-08-05,2026-12-31,DDT-SEF-2026-494,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 5 août 2026 au 31 déc. 2026<br><small>Zone : ALLIER AMONT</small>",18 août 2026
2755677,LOIRE MOYENNE RIVE DROITE,43,Haute-Loire,SUP,alerte,Alerte,2,2026-08-05,2026-12-31,DDT-SEF-2026-494,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 5 août 2026 au 31 déc. 2026<br><small>Zone : LOIRE MOYENNE RIVE DROITE</small>",18 août 2026
2755678,LOIRE AVAL,43,Haute-Loire,SUP,alerte,Alerte,2,2026-08-05,2026-12-31,DDT-SEF-2026-494,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 5 août 2026 au 31 déc. 2026<br><small>Zone : LOIRE AVAL</small>",18 août 2026
2755680,ALLIER AVAL,43,Haute-Loire,SUP,alerte,Alerte,2,2026-08-05,2026-12-31,DDT-SEF-2026-494,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 5 août 2026 au 31 déc. 2026<br><small>Zone : ALLIER AVAL</small>",18 août 2026
2752417,4. Secteur Aude aval (hors axe réalimenté),11,Aude,SUP,alerte,Alerte,2,2026-08-14,2026-10-31,DDTM-SAFEB-2026-14,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : 4. Secteur Aude aval (hors axe réalimenté)</small>",18 août 2026
2752418,5. Secteur Berre et Rieu,11,Aude,SUP,alerte,Alerte,2,2026-08-14,2026-10-31,DDTM-SAFEB-2026-14,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : 5. Secteur Berre et Rieu</small>",18 août 2026
2752423,14. Hers-Vif réalimenté,11,Aude,SUP,alerte,Alerte,2,2026-08-14,2026-10-31,DDTM-SAFEB-2026-14,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : 14. Hers-Vif réalimenté</small>",18 août 2026
2755883,70_ZA47_Le Tolzac réalimenté,47,Lot-et-Garonne,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,47-2026-08-14-00001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : 70_ZA47_Le Tolzac réalimenté</small>",18 août 2026
2755681,HAUT-LIGNON,43,Haute-Loire,SUP,alerte,Alerte,2,2026-08-05,2026-12-31,DDT-SEF-2026-494,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 5 août 2026 au 31 déc. 2026<br><small>Zone : HAUT-LIGNON</small>",18 août 2026
2755683,ALLIER MOYEN,43,Haute-Loire,SUP,alerte,Alerte,2,2026-08-05,2026-12-31,DDT-SEF-2026-494,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 5 août 2026 au 31 déc. 2026<br><small>Zone : ALLIER MOYEN</small>",18 août 2026
2755684,LOIRE AMONT,43,Haute-Loire,SUP,alerte,Alerte,2,2026-08-05,2026-12-31,DDT-SEF-2026-494,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 5 août 2026 au 31 déc. 2026<br><small>Zone : LOIRE AMONT</small>",18 août 2026
2755643,Roannais Aix,42,Loire,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,DT-42-26-0565,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : Roannais Aix</small>",18 août 2026
2755880,ZA47_Le canal latéral,47,Lot-et-Garonne,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,47-2026-08-14-00001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : ZA47_Le canal latéral</small>",18 août 2026
2752660,OUGC Saintonge /  Zone d'alerte : Seugne,16,Charente,SUP,alerte,Alerte,2,2026-08-13,2026-10-31,AP_Restrictions_BvCharente_162026081200001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 13 août 2026 au 31 oct. 2026<br><small>Zone : OUGC Saintonge /  Zone d'alerte : Seugne</small>",18 août 2026
2752668,OUGC Isle-Dronne /  Zone d'alerte : La Dronne,16,Charente,SUP,alerte,Alerte,2,2026-08-08,2026-10-31,AP_Restrictions_BvDordogne_162026080700002,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 8 août 2026 au 31 oct. 2026<br><small>Zone : OUGC Isle-Dronne /  Zone d'alerte : La Dronne</small>",18 août 2026
2754715,Bourbre,38,Isère,SUP,alerte,Alerte,2,2026-08-04,2026-09-30,38-2026-08-03-00009,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 4 août 2026 au 30 sept. 2026<br><small>Zone : Bourbre</small>",18 août 2026
2755704,Bassin de l'Erdre Amont,44,Loire-Atlantique,SUP,alerte,Alerte,2,2026-08-12,2026-10-31,20266/SEE/0174,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 12 août 2026 au 31 oct. 2026<br><small>Zone : Bassin de l'Erdre Amont</small>",18 août 2026
2755711,Bassin de la Moine,44,Loire-Atlantique,SUP,alerte,Alerte,2,2026-08-12,2026-10-31,20266/SEE/0174,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 12 août 2026 au 31 oct. 2026<br><small>Zone : Bassin de la Moine</small>",18 août 2026
2755715,Zone 6b - Lac de Grand-Lieu,44,Loire-Atlantique,SUP,alerte,Alerte,2,2026-08-12,2026-10-31,20266/SEE/0174,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 12 août 2026 au 31 oct. 2026<br><small>Zone : Zone 6b - Lac de Grand-Lieu</small>",18 août 2026
2753277,BLAISE,28,Eure-et-Loir,SUP,alerte,Alerte,2,2026-08-13,,AP_SGREB_2026_221_130826_restrictions_usages_eau,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>depuis le 13 août 2026<br><small>Zone : BLAISE</small>",18 août 2026
2755859,62_ZA47_La Garonne 47 amont,47,Lot-et-Garonne,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,47-2026-08-14-00001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : 62_ZA47_La Garonne 47 amont</small>",18 août 2026
2755864,61_ZA47_La Garonne 47 aval,47,Lot-et-Garonne,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,47-2026-08-14-00001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : 61_ZA47_La Garonne 47 aval</small>",18 août 2026
2755872,82_ZA47_bassin versant de la Thèze,47,Lot-et-Garonne,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,47-2026-08-14-00001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : 82_ZA47_bassin versant de la Thèze</small>",18 août 2026
2755873,70_ZA47_bassin versant du Tolzac,47,Lot-et-Garonne,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,47-2026-08-14-00001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : 70_ZA47_bassin versant du Tolzac</small>",18 août 2026
2755874,88_ZA47_Le Boudouyssou réalimenté,47,Lot-et-Garonne,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,47-2026-08-14-00001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : 88_ZA47_Le Boudouyssou réalimenté</small>",18 août 2026
2755875,97_ZA47_l'Auzoue réalimenté,47,Lot-et-Garonne,SUP,alerte,Alerte,2,2026-08-15,2026-10-31,47-2026-08-14-00001,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 15 août 2026 au 31 oct. 2026<br><small>Zone : 97_ZA47_l'Auzoue réalimenté</small>",18 août 2026
2755730,Notreure,45,Loiret,SUP,alerte,Alerte,2,2026-08-18,2026-11-30,DDT-SEEF-2026-187,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 18 août 2026 au 30 nov. 2026<br><small>Zone : Notreure</small>",18 août 2026
2755741,Essonne,45,Loiret,SUP,alerte,Alerte,2,2026-08-18,2026-11-30,DDT-SEEF-2026-187,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 18 août 2026 au 30 nov. 2026<br><small>Zone : Essonne</small>",18 août 2026
2755758,Ouanne,45,Loiret,SUP,alerte,Alerte,2,2026-08-18,2026-11-30,DDT-SEEF-2026-187,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 18 août 2026 au 30 nov. 2026<br><small>Zone : Ouanne</small>",18 août 2026
2752673,Bassin de la Dronne aval,17,Charente-Maritime,SUP,alerte,Alerte,2,2026-07-11,2026-10-31,26EB472 Dordogne,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 11 juil. 2026 au 31 oct. 2026<br><small>Zone : Bassin de la Dronne aval</small>",18 août 2026
2752678,Bassin de la Seudre aval,17,Charente-Maritime,SUP,alerte,Alerte,2,2026-08-08,2026-10-31,26EB539,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 8 août 2026 au 31 oct. 2026<br><small>Zone : Bassin de la Seudre aval</small>",18 août 2026
2751380,Bassin versant de l'Artuby,06,Alpes-Maritimes,SUP,alerte,Alerte,2,2026-08-14,2026-10-31,AP-2026-110,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : Bassin versant de l'Artuby</small>",18 août 2026
2751386,Bassin versant de la Roya aval,06,Alpes-Maritimes,SUP,alerte,Alerte,2,2026-08-14,2026-10-31,AP-2026-110,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : Bassin versant de la Roya aval</small>",18 août 2026
2751395,Zone dépendant des bassins Var Central et Estéron,06,Alpes-Maritimes,SUP,alerte,Alerte,2,2026-08-14,2026-10-31,AP-2026-110,"<b>Eaux de surface</b><br><span style=""background:orange;color:#fff;padding:2px 7px;border-radius:4px;font-weight:bold;font-size:0.85em"">Alerte</span><br>du 14 août 2026 au 31 oct. 2026<br><small>Zone : Zone dépendant des bassins Var Central et Estéron</small>",18 août 2026
