geometry,id,nom,departement_code,departement_nom,type_zone,niveau,niveau_label,severity,debut,fin,arrete_numero,detail,date_maj
"{""type"":""Polygon"",""coordinates"":[[[4.114945,49.634801],[4.205275,49.723194],[4.303134,49.714932],[4.294461,49.675948],[4.114945,49.634801]]]}",1973154,Oise,08,Ardennes,SUP,,,,,,,"Eaux de surface<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.224953,49.728248],[4.23316,49.957753],[4.454739,49.931067],[4.354647,49.845997],[4.422309,49.857877],[4.365158,49.717879],[4.224953,49.728248]]]}",1973164,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.225130442,49.727769065],[4.23316,49.957753],[4.454739,49.931067],[4.354647,49.845997],[4.422309,49.857877],[4.365158,49.717879],[4.225130442,49.727769065]]]}",1973144,Oise,08,Ardennes,SUP,,,,,,,"Eaux de surface<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.387882,49.799948],[4.332878,49.792756],[4.373245,49.825345],[4.387882,49.799948]]]}",1973207,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.276934,49.846798],[4.3414,49.851572],[4.27828,49.83112],[4.276934,49.846798]]]}",1973463,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.387882,49.799948],[4.332878,49.792756],[4.373245,49.825345],[4.387882,49.799948]]]}",1973206,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.276934,49.846798],[4.3414,49.851572],[4.27828,49.83112],[4.276934,49.846798]]]}",1973462,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.229791,49.836024],[4.277656,49.843996],[4.280973,49.830237],[4.229791,49.836024]]]}",1973743,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.259063,49.820418],[4.22359,49.834102],[4.247884,49.832979],[4.259063,49.820418]]]}",1973527,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.229791,49.836024],[4.277656,49.843996],[4.280973,49.830237],[4.229791,49.836024]]]}",1973742,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.340386,49.832211],[4.301926,49.830576],[4.355762,49.847957],[4.340386,49.832211]]]}",1973717,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.25427,49.923007],[4.29726,49.948288],[4.306778,49.928353],[4.25427,49.923007]]]}",1973736,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.25427,49.923007],[4.29726,49.948288],[4.306778,49.928353],[4.25427,49.923007]]]}",1973737,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.365051,49.886413],[4.360429,49.849518],[4.336821,49.852253],[4.365051,49.886413]]]}",1973481,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.365051,49.886413],[4.360429,49.849518],[4.336821,49.852253],[4.365051,49.886413]]]}",1973480,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.269092,49.866096],[4.255837,49.90398],[4.289943,49.892575],[4.269092,49.866096]]]}",1973756,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.269092,49.866096],[4.255837,49.90398],[4.289943,49.892575],[4.269092,49.866096]]]}",1973757,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.224953,49.728248],[4.23316,49.957753],[4.454739,49.931067],[4.354647,49.845997],[4.422309,49.857877],[4.365158,49.717879],[4.224953,49.728248]]]}",1973165,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.325217,49.894954],[4.270462,49.867606],[4.278152,49.886879],[4.325217,49.894954]]]}",1973894,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.296437,49.740074],[4.301131,49.70558],[4.281233,49.730186],[4.296437,49.740074]]]}",1973166,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.296437,49.740074],[4.301131,49.70558],[4.281233,49.730186],[4.296437,49.740074]]]}",1973167,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.327603,49.775984],[4.279918,49.747172],[4.282811,49.768436],[4.327603,49.775984]]]}",1973300,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.327603,49.775984],[4.279918,49.747172],[4.282811,49.768436],[4.327603,49.775984]]]}",1973301,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.264807,49.720914],[4.25616,49.747778],[4.293106,49.73951],[4.264807,49.720914]]]}",1973316,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.264807,49.720914],[4.25616,49.747778],[4.293106,49.73951],[4.264807,49.720914]]]}",1973317,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.32964,49.777241],[4.297303,49.813762],[4.340437,49.810938],[4.32964,49.777241]]]}",1973466,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.32964,49.777241],[4.297303,49.813762],[4.340437,49.810938],[4.32964,49.777241]]]}",1973467,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.351994,49.842262],[4.346282,49.810569],[4.310238,49.81384],[4.351994,49.842262]]]}",1973550,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.351994,49.842262],[4.346282,49.810569],[4.310238,49.81384],[4.351994,49.842262]]]}",1973551,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.317274,49.748609],[4.367854,49.755507],[4.337105,49.735522],[4.317274,49.748609]]]}",1973590,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.317274,49.748609],[4.367854,49.755507],[4.337105,49.735522],[4.317274,49.748609]]]}",1973591,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.346112,49.717947],[4.324429,49.736381],[4.365158,49.717879],[4.346112,49.717947]]]}",1973621,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.340386,49.832211],[4.301926,49.830576],[4.355762,49.847957],[4.340386,49.832211]]]}",1973716,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.255688,49.825275],[4.294712,49.782669],[4.228575,49.794364],[4.255688,49.825275]]]}",1973854,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.255688,49.825275],[4.294712,49.782669],[4.228575,49.794364],[4.255688,49.825275]]]}",1973855,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.412272,49.860614],[4.405901,49.792771],[4.373964,49.789357],[4.412272,49.860614]]]}",1973312,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.412272,49.860614],[4.405901,49.792771],[4.373964,49.789357],[4.412272,49.860614]]]}",1973313,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.279611,49.778055],[4.227321,49.730983],[4.205921,49.778187],[4.228575,49.794364],[4.279611,49.778055]]]}",1973738,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.279611,49.778055],[4.227321,49.730983],[4.205921,49.778187],[4.228575,49.794364],[4.279611,49.778055]]]}",1973739,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.377848,49.941723],[4.424085,49.907404],[4.398418,49.901111],[4.384086,49.901391],[4.377848,49.941723]]]}",1973848,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.377848,49.941723],[4.424085,49.907404],[4.398418,49.901111],[4.384086,49.901391],[4.377848,49.941723]]]}",1973849,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.339663,49.860609],[4.349831,49.952535],[4.404557,49.948364],[4.377848,49.941723],[4.339663,49.860609]]]}",1973656,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.339663,49.860609],[4.349831,49.952535],[4.404557,49.948364],[4.377848,49.941723],[4.339663,49.860609]]]}",1973657,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.325217,49.894954],[4.270462,49.867606],[4.278152,49.886879],[4.325217,49.894954]]]}",1973895,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.258207,49.90498],[4.306778,49.928353],[4.241167,49.961436],[4.354801,49.944178],[4.258207,49.90498]]]}",1973892,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.258207,49.90498],[4.306778,49.928353],[4.241167,49.961436],[4.354801,49.944178],[4.258207,49.90498]]]}",1973893,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.269127,49.867823],[4.275375,49.844913],[4.248995,49.859402],[4.269127,49.867823]]]}",1973886,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.269127,49.867823],[4.275375,49.844913],[4.248995,49.859402],[4.269127,49.867823]]]}",1973887,Oise,08,Ardennes,AEP,,,,,,,"Eau du robinet<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.259063,49.820418],[4.22359,49.834102],[4.247884,49.832979],[4.259063,49.820418]]]}",1973526,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.346112,49.717947],[4.324429,49.736381],[4.365158,49.717879],[4.346112,49.717947]]]}",1973620,Oise,08,Ardennes,SOU,,,,,,,"Eaux souterraines<br><b style=""color:#e6e6e6""></b><br><i>Oise</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[7.291267,48.794071],[7.242258978,48.692159903],[7.304349147,48.66009796],[7.220358,48.555506],[7.117186,48.630574],[7.196821,48.690027],[7.127515,48.720975],[7.209056,48.747467],[7.20215084,48.827166747],[7.291267,48.794071]]],[[[7.367671,48.955913],[7.557872077,49.082811901],[7.631109,49.072652],[7.556139,48.935832],[7.367671,48.955913]]]]}",1977292,"Lauter, Sauer, Moder et Zorn partie du département 57",57,Moselle,AEP,vigilance,Vigilance,1,2026-06-25,2026-08-31,2026-DDT/SABE/EAU-N59,"Eau du robinet<br><b style=""color:#fff9bd"">Vigilance</b><br>25 juin 2026→31 août 2026<br><i>Lauter, Sauer, Moder et Zorn partie du département 57</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[5.78578192,43.537374213],[5.655906166,43.577837408],[5.849479417,43.696044269],[5.879795511,43.660236185],[5.78578192,43.537374213]]]}",1979414,Durance,83,Var,SOU,vigilance,Vigilance,1,2026-06-30,2026-10-15,DDTM/SEBIO/2026-134,"Eaux souterraines<br><b style=""color:#fff9bd"">Vigilance</b><br>30 juin 2026→15 oct. 2026<br><i>Durance</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[5.749996659,43.343197814],[5.682721349,43.399117099],[5.749968121,43.401456111],[5.749996659,43.343197814]]],[[[5.756466822,43.283918352],[5.778870421,43.330979237],[5.772550242,43.288402515],[5.756466822,43.283918352]]]]}",1979415,Huveaune amont,83,Var,SOU,vigilance,Vigilance,1,2026-06-30,2026-10-15,DDTM/SEBIO/2026-134,"Eaux souterraines<br><b style=""color:#fff9bd"">Vigilance</b><br>30 juin 2026→15 oct. 2026<br><i>Huveaune amont</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[6.912004769,43.598429133],[6.878520299,43.532716059],[6.795614968,43.565029868],[6.8356074,43.614755845],[6.912004769,43.598429133]]]}",1979416,Siagne aval,83,Var,SUP,vigilance,Vigilance,1,2026-06-30,2026-10-15,DDTM/SEBIO/2026-134,"Eaux de surface<br><b style=""color:#fff9bd"">Vigilance</b><br>30 juin 2026→15 oct. 2026<br><i>Siagne aval</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[6.51718286,43.808881761],[6.698495474,43.708487381],[6.505411522,43.658640733],[6.383338703,43.734482666],[6.51718286,43.808881761]]]}",1979417,Arturby-Jabron,83,Var,SOU,vigilance,Vigilance,1,2026-06-30,2026-10-15,DDTM/SEBIO/2026-134,"Eaux souterraines<br><b style=""color:#fff9bd"">Vigilance</b><br>30 juin 2026→15 oct. 2026<br><i>Arturby-Jabron</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[6.912004769,43.598429133],[6.878520299,43.532716059],[6.795614968,43.565029868],[6.8356074,43.614755845],[6.912004769,43.598429133]]]}",1979418,Siagne aval,83,Var,SOU,vigilance,Vigilance,1,2026-06-30,2026-10-15,DDTM/SEBIO/2026-134,"Eaux souterraines<br><b style=""color:#fff9bd"">Vigilance</b><br>30 juin 2026→15 oct. 2026<br><i>Siagne aval</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[5.159749743,43.949521292],[4.95093964,43.974762146],[5.295074035,44.055848058],[5.326400705,44.159594925],[5.544790117,44.069436307],[5.513085151,43.973319918],[5.31417074,44.02228436],[5.159749743,43.949521292]]]}",1979452,Bassin de la Nesque,84,Vaucluse,SUP,vigilance,Vigilance,1,2026-07-03,2026-10-31,AP 03 juillet 2026 VIGILANCE - Vaucluse,"Eaux de surface<br><b style=""color:#fff9bd"">Vigilance</b><br>3 juil. 2026→31 oct. 2026<br><i>Bassin de la Nesque</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[5.619296918,43.669323111],[5.349171659,43.755437011],[5.358951591,43.84591577],[5.694949111,43.78388341],[5.619296918,43.669323111]]]}",1979453,Bassin du Sud Luberon,84,Vaucluse,SUP,vigilance,Vigilance,1,2026-07-03,2026-10-31,AP 03 juillet 2026 VIGILANCE - Vaucluse,"Eaux de surface<br><b style=""color:#fff9bd"">Vigilance</b><br>3 juil. 2026→31 oct. 2026<br><i>Bassin du Sud Luberon</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[5.155464825,43.941920058],[5.10196052,43.866660127],[4.887790247,43.970277427],[4.939381109,44.025520247],[5.155464825,43.941920058]]],[[[4.853357236,43.989446736],[4.854455753,43.989697119],[4.853503897,43.988698858],[4.853357236,43.989446736]]]]}",1979454,Bassin versant des Sorgues,84,Vaucluse,SOU,vigilance,Vigilance,1,2026-07-03,2026-10-31,AP 03 juillet 2026 VIGILANCE - Vaucluse,"Eaux souterraines<br><b style=""color:#fff9bd"">Vigilance</b><br>3 juil. 2026→31 oct. 2026<br><i>Bassin versant des Sorgues</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[5.159749743,43.949521292],[4.95093964,43.974762146],[5.295074035,44.055848058],[5.326400705,44.159594925],[5.544790117,44.069436307],[5.513085151,43.973319918],[5.31417074,44.02228436],[5.159749743,43.949521292]]]}",1979455,Bassin de la Nesque,84,Vaucluse,SOU,vigilance,Vigilance,1,2026-07-03,2026-10-31,AP 03 juillet 2026 VIGILANCE - Vaucluse,"Eaux souterraines<br><b style=""color:#fff9bd"">Vigilance</b><br>3 juil. 2026→31 oct. 2026<br><i>Bassin de la Nesque</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[4.935641632,44.173536389],[4.862201119,44.036035541],[4.727683332,44.092291272],[4.726273771,44.149516641],[4.935641632,44.173536389]]]}",1979456,Bassin de la Meyne,84,Vaucluse,SOU,vigilance,Vigilance,1,2026-07-03,2026-10-31,AP 03 juillet 2026 VIGILANCE - Vaucluse,"Eaux souterraines<br><b style=""color:#fff9bd"">Vigilance</b><br>3 juil. 2026→31 oct. 2026<br><i>Bassin de la Meyne</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[5.607101271,43.658719034],[5.173352686,43.738803353],[4.739283577,43.924134242],[4.968478368,43.911617238],[5.619296918,43.669323111],[5.653983785,43.767859275],[5.756687856,43.731611604],[5.607101271,43.658719034]]]}",1979457,Durance nappe d’accompagnement,84,Vaucluse,SUP,vigilance,Vigilance,1,2026-07-03,2026-10-31,AP 03 juillet 2026 VIGILANCE - Vaucluse,"Eaux de surface<br><b style=""color:#fff9bd"">Vigilance</b><br>3 juil. 2026→31 oct. 2026<br><i>Durance nappe d’accompagnement</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[3.926320626,48.605735455],[4.3392224,48.504868172],[4.482316709,48.382165138],[4.218488598,48.525777592],[3.858446603,48.559124626],[3.926320626,48.605735455]]]}",1974068,Corridor Aube,10,Aube,SUP,vigilance,Vigilance,1,2026-07-04,2026-10-31,DDT/SEB/PREMA_2026184-0001,"Eaux de surface<br><b style=""color:#fff9bd"">Vigilance</b><br>4 juil. 2026→31 oct. 2026<br><i>Corridor Aube</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[3.803442193,48.104232881],[3.973402464,48.174496331],[4.157977573,48.119376456],[4.183750325,47.956091332],[3.901890489,47.925587771],[3.803442193,48.104232881]]]}",1974069,Armance,10,Aube,SUP,vigilance,Vigilance,1,2026-07-04,2026-10-31,DDT/SEB/PREMA_2026184-0001,"Eaux de surface<br><b style=""color:#fff9bd"">Vigilance</b><br>4 juil. 2026→31 oct. 2026<br><i>Armance</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[2.459704857,42.672380254],[2.320852666,42.709159953],[2.327199483,42.837412725],[2.72956701,42.834642982],[2.81014012,42.898545124],[2.778225935,42.801179234],[2.593722762,42.800209994],[2.459704857,42.672380254]]]}",1978316,Agly amont et affluents,66,Pyrénées-Orientales,AEP,vigilance,Vigilance,1,2026-07-01,2026-08-31,DDTM-SER-2026-182-0002,"Eau du robinet<br><b style=""color:#fff9bd"">Vigilance</b><br>1 juil. 2026→31 août 2026<br><i>Agly amont et affluents</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[5.822273,44.307979],[5.780217,44.206805],[5.692087,44.186479],[5.675821,44.191501],[5.678078,44.277075],[5.822273,44.307979]]]}",1973050,Bassin Meouge partie 05,05,Hautes-Alpes,AEP,vigilance,Vigilance,1,2026-07-08,2026-10-31,05-2026-07-08-00004,"Eau du robinet<br><b style=""color:#fff9bd"">Vigilance</b><br>8 juil. 2026→31 oct. 2026<br><i>Bassin Meouge partie 05</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[6.442944,44.68299],[6.131847,44.468232],[5.924302,44.473746],[6.050111,44.602071],[5.9574,44.773251],[6.338601,44.798421],[6.442944,44.68299]]]}",1973051,Bassin du Drac-Gapencais,05,Hautes-Alpes,AEP,vigilance,Vigilance,1,2026-07-08,2026-10-31,05-2026-07-08-00004,"Eau du robinet<br><b style=""color:#fff9bd"">Vigilance</b><br>8 juil. 2026→31 oct. 2026<br><i>Bassin du Drac-Gapencais</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[5.828981,44.200719],[5.831266,44.259475],[5.914725,44.203464],[5.828981,44.200719]]],[[[6.047474,44.615092],[5.867178,44.488413],[5.848942,44.300771],[5.646801,44.267245],[5.587823,44.332137],[5.641677,44.651412],[6.047474,44.615092]]]]}",1973052,Bassin du Buech partie 05,05,Hautes-Alpes,AEP,vigilance,Vigilance,1,2026-07-08,2026-10-31,05-2026-07-08-00004,"Eau du robinet<br><b style=""color:#fff9bd"">Vigilance</b><br>8 juil. 2026→31 oct. 2026<br><i>Bassin du Buech partie 05</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[7.077171,44.681207],[6.679728,44.542065],[6.632299,44.44691],[6.238449,44.515432],[6.442944,44.68299],[6.344873,44.74405],[6.413338,44.982447],[6.362085,45.068463],[6.510423,45.108998],[6.615495,45.121506],[6.743207,45.016302],[6.750761,44.905848],[7.006605,44.839803],[7.077171,44.681207]]]}",1973053,Bassin de la Haute-Durance,05,Hautes-Alpes,AEP,vigilance,Vigilance,1,2026-07-08,2026-10-31,05-2026-07-08-00004,"Eau du robinet<br><b style=""color:#fff9bd"">Vigilance</b><br>8 juil. 2026→31 oct. 2026<br><i>Bassin de la Haute-Durance</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[5.604689,44.457011],[5.58807,44.332228],[5.492828,44.337124],[5.418363,44.424903],[5.516086,44.491816],[5.604689,44.457011]]]}",1973054,Bassin A(E)ygues partie 05,05,Hautes-Alpes,AEP,vigilance,Vigilance,1,2026-07-09,2026-10-31,05-2026-07-09-00004,"Eau du robinet<br><b style=""color:#fff9bd"">Vigilance</b><br>9 juil. 2026→31 oct. 2026<br><i>Bassin A(E)ygues partie 05</i>",12 juil. 2026
"{""type"":""Polygon"",""coordinates"":[[[9.161488244,42.024912863],[8.858502041,42.301328162],[8.919042077,42.45951027],[9.097795343,42.567271027],[9.404489828,42.518264907],[9.320428305,42.38557939],[9.314554871,42.158832176],[9.38967667,42.083004597],[9.161488244,42.024912863]]]}",1974976,Zone hydrographique Centre Corse,2B,Haute-Corse,AEP,vigilance,Vigilance,1,2026-07-02,,2B-2026-07-02-00002,"Eau du robinet<br><b style=""color:#fff9bd"">Vigilance</b><br>depuis 2 juil. 2026<br><i>Zone hydrographique Centre Corse</i>",12 juil. 2026
"{""type"":""MultiPolygon"",""coordinates"":[[[[9.468618008,42.983681499],[9.469103993,42.984763007],[9.469836704,42.984039357],[9.468618008,42.983681499]]],[[[9.346794044,42.581731665],[9.225768134,42.54952517],[9.061795787,42.693789797],[9.315623723,42.690165459],[9.36169573,42.924512625],[9.340251311,42.994008833],[9.422116385,43.011688146],[9.491367726,42.794530093],[9.346794044,42.581731665]]],[[[9.340937184,42.963267925],[9.341460429,42.965576468],[9.343922685,42.963539833],[9.340937184,42.963267925]]],[[[9.406915175,43.023029963],[9.406346925,43.027612526],[9.40901248,43.02230205],[9.406915175,43.023029963]]],[[[9.470425677,42.983492208],[9.471260567,42.984605007],[9.471873802,42.983450901],[9.470425677,42.983492208]]],[[[9.465987413,42.985272078],[9.466637525,42.986370779],[9.46665929,42.984575579],[9.465987413,42.985272078]]]]}",1974977,Zone hydrographique Cap Corse - Nebbio,2B,Haute-Corse,AEP,vigilance,Vigilance,1,2026-07-02,,2B-2026-07-02-00002,"Eau du robinet<br><b style=""color:#fff9bd"">Vigilance</b><br>depuis 2 juil. 2026<br><i>Zone hydrographique Cap Corse - Nebbio</i>",12 juil. 2026
